"date","total_value","km","category_name","quantity","cost_type","observation","vehicle_model","plate","unit","category_id","supplier","cost_name","invoice_number","id","created_date","updated_date","created_by_id","created_by","is_sample"
"2026-06-06","99.16","132201","","26.44","ARLA","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","SCE8F89","LT","","COMERCIAL DERIV PETROLEO SAO CARLOS LTDA","COMBUSTÍVEIS","116523","6a4c0e8bb428e3d8f193ae9f","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-06","664.37","115051","","88.23","DIESEL (P)","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","SDK8F89","LT","","POSTO 7 NOVA GRANADA LTDA","COMBUSTÍVEIS","255258","6a4c0e8bb428e3d8f193aea3","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-07","532.18","46388","","82","DIESEL (P)","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","RET5E47","LT","","SANTA MARIA DERIVADOS DE PETROLEO LTDA","COMBUSTÍVEIS","90861","6a4c0e8bb428e3d8f193aeb2","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-09","867.12","61000","","112.76","DIESEL (P)","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","FON1F81","LT","","BARRIGAO COMERCIAL LTDA","COMBUSTÍVEIS","7834","6a4c0e8bb428e3d8f193aec8","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-10","321.82","357134","","65.81","ARLA","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","RCJ1E32","LT","","POSTO MANGUEIRÃO LTDA","COMBUSTÍVEIS","33373","6a4c0e8bb428e3d8f193aed6","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-05","3045.24","88743","","469.22","DIESEL (P)","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","SCN8F89","LT","","AUTO POSTO URUGUAI LTDA","COMBUSTÍVEIS","7132","6a4c0e8bb428e3d8f193ae8e","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-05","264.08","92108","","40.69","DIESEL (P)","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","SDN8F89","LT","","AUTO POSTO URUGUAI LTDA","COMBUSTÍVEIS","7131","6a4c0e8bb428e3d8f193ae93","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-06","321.72","113414","","46.83","DIESEL (P)","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","LTY4G44","LT","","COOPDIESEL","COMBUSTÍVEIS","5212","6a4c0e8bb428e3d8f193ae96","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-07","2150.49","90073","","291","DIESEL (P)","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","SCN8F89","LT","","AUTO SERVICO VENTURIM LTDA","COMBUSTÍVEIS","155306","6a4c0e8bb428e3d8f193aeb3","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-07","140.02","35727","","29.54","ETANOL","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","SDB0G19","LT","","AUTO POSTO URUGUAI LTDA","COMBUSTÍVEIS","300972","6a4c0e8bb428e3d8f193aeb5","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-03","22.34","113850","","6.67","ARLA","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","SDK8F89","LT","","COMERCIO DE COMBUSTIVEIS GASMAR LTDA","COMBUSTÍVEIS","8059","6a4c0e8bb428e3d8f193ae84","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-03","421.64","113566","","60.32","DIESEL (P)","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","SDK8F89","LT","","SIM REDE DE POSTOS LTDA","COMBUSTÍVEIS","16557","6a4c0e8bb428e3d8f193ae85","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-03","205.69","66392","","47.95","ETANOL","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","SDN9A99","LT","","POSTO SÃO ROQUE CONQUISTA ANÁPOLIS LTDA","COMBUSTÍVEIS","13274","6a4c0e8bb428e3d8f193ae86","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-03","259.97","53723","","49.33","ETANOL","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","TGB8F88","LT","","POSTO Z+Z HOUSING LTDA","COMBUSTÍVEIS","1361306","6a4c0e8bb428e3d8f193ae87","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-06","368.22","113108","","56.74","DIESEL (P)","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","LTY4G44","LT","","AUTO POSTO URUGUAI LTDA","COMBUSTÍVEIS","7153","6a4c0e8bb428e3d8f193ae98","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-07","874.88","102874","","116.54","DIESEL (P)","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","SDF8F89","LT","","POSTO SANTA EDWIGES PETROLEO LTDA","COMBUSTÍVEIS","756606","6a4c0e8bb428e3d8f193aeb8","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-10","507.13","30905","","78.14","DIESEL (P)","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","JAC4I67","LT","","SANTA MARIA DERIVADOS DE PETROLEO LTDA","COMBUSTÍVEIS","91084","6a4c0e8bb428e3d8f193aed2","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-10","2722.08","357134","","424","DIESEL (P)","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","RCJ1E32","LT","","POSTO MANGUEIRÃO LTDA","COMBUSTÍVEIS","33372","6a4c0e8bb428e3d8f193aed5","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-07","378.77","139658","","52.68","DIESEL (P)","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","LUE3B05","LT","","AUTO POSTO WAAM LTDA.","COMBUSTÍVEIS","440252","6a4c0e8bb428e3d8f193aeaf","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-08","160.88","67323","","37.5","ETANOL","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","SDN9A99","LT","","AUTO POSTO ARAUJO CUNHA LTDA","COMBUSTÍVEIS","331406","6a4c0e8bb428e3d8f193aec6","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-07","34.59","102874","","9.91","ARLA","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","SDF8F89","LT","","POSTO SANTA EDWIGES PETROLEO LTDA","COMBUSTÍVEIS","756607","6a4c0e8bb428e3d8f193aeb9","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-08","809.91","60111","","122.9","DIESEL (P)","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","FON1F81","LT","","AUTO POSTO ITAIPU LTDA","COMBUSTÍVEIS","35305","6a4c0e8bb428e3d8f193aebd","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-10","484.03","114665","","69.36","DIESEL (P)","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","LTY4G44","LT","","POSTO CRISTOVAO COLOMBO LTDA","COMBUSTÍVEIS","2880","6a4c0e8bb428e3d8f193aed3","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-05","502.26","59392","","77.39","DIESEL (P)","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","ERG1E95","LT","","SANTA MARIA DERIVADOS DE PETROLEO LTDA","COMBUSTÍVEIS","90797","6a4c0e8bb428e3d8f193ae8a","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-05","921.58","186369","","142","DIESEL (P)","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","LTT7F84","LT","","CENTRO AUTOMOTIVO BANDEIRANTE LTDA","COMBUSTÍVEIS","72561","6a4c0e8bb428e3d8f193ae8c","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-06","223.48","138890","","32.53","DIESEL (P)","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","LUE3B05","LT","","COOPDIESEL","COMBUSTÍVEIS","7584","6a4c0e8bb428e3d8f193ae9b","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-06","1789.13","89364","","232.96","DIESEL (P)","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","SCN8F89","LT","","POSTO ALPA I","COMBUSTÍVEIS","115821","6a4c0e8bb428e3d8f193aea1","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-07","399.96","103489","","52.01","ARLA","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","SDF8F89","LT","","BARRIGAO COMERCIAL LTDA","COMBUSTÍVEIS","64941","6a4c0e8bb428e3d8f193aeb6","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-08","118.91","36559","","28.38","ETANOL","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","SDB0G19","LT","","POSTO RAFFA LTDA","COMBUSTÍVEIS","1136777","6a4c0e8bb428e3d8f193aec0","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-08","20.36","115603","","5.38","DIESEL (P)","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","SDK8F89","LT","","AUTO POSTO MASUT IX LTDA","COMBUSTÍVEIS","13499","6a4c0e8bb428e3d8f193aec5","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-04","36.2","102040","","9.55","ARLA","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","SDF8F89","LT","","DECIO COMERCIO E SERVICOS RODOVIARIOS LTDA","COMBUSTÍVEIS","68165","6a4c0e8bb428e3d8f193ae88","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-04","627.84","101608","","89.92","DIESEL (P)","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","SDF8F89","LT","","AUTO POSTO CEAEME LTDA.","COMBUSTÍVEIS","84637","6a4c0e8bb428e3d8f193ae89","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-08","616.55","115603","","95","DIESEL (P)","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","SDK8F89","LT","","AUTO POSTO MASUT IX LTDA","COMBUSTÍVEIS","12408","6a4c0e8bb428e3d8f193aec4","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-08","145.52","64244","","30.7","ETANOL","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","TGE8F88","LT","","AUTO POSTO NOVO MILLENIUM LTDA","COMBUSTÍVEIS","211613","6a4c0e8bb428e3d8f193aec7","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-03","369.98","113850","","54.65","DIESEL (P)","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","SDK8F89","LT","","COMERCIO DE COMBUSTIVEIS GASMAR LTDA","COMBUSTÍVEIS","8058","6a4c0e8bb428e3d8f193ae83","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-06","15.41","113108","","3.96","ARLA","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","LTY4G44","LT","","AUTO POSTO URUGUAI LTDA","COMBUSTÍVEIS","7152","6a4c0e8bb428e3d8f193ae97","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-06","92.41","98362","","23.69","ARLA","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","SCB8F89","LT","","AUTO POSTO PRECIOSO DO OESTE LTDA","COMBUSTÍVEIS","57270","6a4c0e8bb428e3d8f193ae9d","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-07","438.37","114190","","60.97","DIESEL (P)","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","LTY4G44","LT","","AUTO POSTO WAAM LTDA.","COMBUSTÍVEIS","440243","6a4c0e8bb428e3d8f193aead","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-07","99.29","46388","","19.9","ARLA","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","RET5E47","LT","","SANTA MARIA DERIVADOS DE PETROLEO LTDA","COMBUSTÍVEIS","90860","6a4c0e8bb428e3d8f193aeb1","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-08","36.38","103611","","8.48","ARLA","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","SDF8F89","LT","","AUTO SERVICO VENTURIM LTDA","COMBUSTÍVEIS","155312","6a4c0e8bb428e3d8f193aec3","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-10","3889.3","320580","","605.81","DIESEL (P)","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","RCN5F85","LT","","POSTO MANGUEIRÃO LTDA","COMBUSTÍVEIS","33374","6a4c0e8bb428e3d8f193aed7","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-07","85.8","90073","","20","ARLA","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","SCN8F89","LT","","AUTO SERVICO VENTURIM LTDA","COMBUSTÍVEIS","155307","6a4c0e8bb428e3d8f193aeb4","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-08","214.01","180700","","45.15","ETANOL","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","SDF8F89","LT","","TRÊS BARRAS COMBUSTÍVEIS LTDA","COMBUSTÍVEIS","35801","6a4c0e8bb428e3d8f193aec1","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-09","900.2","47732","","125.2","DIESEL (P)","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","RET5E47","LT","","POSTO CRISTOVAO COLOMBO LTDA","COMBUSTÍVEIS","920849","6a4c0e8bb428e3d8f193aec9","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-10","190.86","181057","","42.04","DIESEL (P)","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","SDF7I44","LT","","TRÊS BARRAS COMBUSTÍVEIS LTDA","COMBUSTÍVEIS","36151","6a4c0e8bb428e3d8f193aed9","2026-07-06T20:22:35.120000","2026-07-06T20:22:35.120000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-02","755.57","46026","","116.42","DIESEL (P)","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","RET5E47","LT","","SANTA MARIA DERIVADOS DE PETROLEO LTDA","COMBUSTÍVEIS","90575","6a4c0e8bb428e3d8f193ae72","2026-07-06T20:22:35.119000","2026-07-06T20:22:35.119000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-02","18","112841","","5","ARLA","","","SDK8F89","LT","","COM DE COMB FENIC LTDA","COMBUSTÍVEIS","333","6a4c0e8bb428e3d8f193ae77","2026-07-06T20:22:35.119000","2026-07-06T20:22:35.119000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-02","215.91","53335","","45.55","ETANOL","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","TGB8F88","LT","","AUTO POSTO NOVO MILLENIUM LTDA","COMBUSTÍVEIS","1185","6a4c0e8bb428e3d8f193ae7b","2026-07-06T20:22:35.119000","2026-07-06T20:22:35.119000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-03","607.63","30439","","83.01","DIESEL (P)","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","JAC4I67","LT","","POSTO ALDEIA LTDA","COMBUSTÍVEIS","50907","6a4c0e8bb428e3d8f193ae7d","2026-07-06T20:22:35.119000","2026-07-06T20:22:35.119000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-03","92.25","130365","","25","ARLA","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","SCE8F89","LT","","POSTO SÃO ROQUE BR 080 LTDA","COMBUSTÍVEIS","9534","6a4c0e8bb428e3d8f193ae7f","2026-07-06T20:22:35.119000","2026-07-06T20:22:35.119000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-01","209.84","180296","","44.27","ETANOL","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","SDF7I44","LT","","TRÊS BARRAS COMBUSTÍVEIS LTDA","COMBUSTÍVEIS","35158","6a4c0e8bb428e3d8f193ae6c","2026-07-06T20:22:35.119000","2026-07-06T20:22:35.119000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-01","331.19","112400","","48.42","DIESEL (P)","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","SDK8F89","LT","","VIA MAIS REDE DE POSTOS S.A.","COMBUSTÍVEIS","57567","6a4c0e8bb428e3d8f193ae6e","2026-07-06T20:22:35.119000","2026-07-06T20:22:35.119000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-02","215.7","420306","","45.22","ETANOL","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","OOB2688","LT","","POSTO Z+Z HOUSING LTDA","COMBUSTÍVEIS","1360577","6a4c0e8bb428e3d8f193ae70","2026-07-06T20:22:35.119000","2026-07-06T20:22:35.119000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-02","16.14","100288","","4.26","ARLA","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","SDF8F89","LT","","DECIO UBERLANDIADECIO COMERCIO E SERVICOS RODOVIARIOS LTDA","COMBUSTÍVEIS","79269","6a4c0e8bb428e3d8f193ae76","2026-07-06T20:22:35.119000","2026-07-06T20:22:35.119000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-03","886.03","62825","CESTO AÉREO","134.45","DIESEL (P)","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","VW 9-170","FCG0F18","LT","6a0720885c9dd6ed8a227605","POSTO SAO ROQUE ALIANÇA LTDA","COMBUSTÍVEIS","45112","6a4c0e8bb428e3d8f193ae7c","2026-07-06T20:22:35.119000","2026-07-15T14:47:20.504000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-01","29.5","99896","","7.04","ARLA","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","SDF8F89","LT","","REDE DE POSTOS MARAJO GRANDE GOIANIA LTDA","COMBUSTÍVEIS","316671","6a4c0e8bb428e3d8f193ae6d","2026-07-06T20:22:35.119000","2026-07-06T20:22:35.119000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-02","15.4","113209","","1","ARLA","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","SDK8F89","LT","","SIM REDE DE POSTOS LTDA","COMBUSTÍVEIS","557378","6a4c0e8bb428e3d8f193ae7a","2026-07-06T20:22:35.119000","2026-07-06T20:22:35.119000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-02","645.66","112841","","88.69","DIESEL (P)","","","SDK8F89","LT","","COM DE COMB FENIC LTDA","COMBUSTÍVEIS","333","6a4c0e8bb428e3d8f193ae78","2026-07-06T20:22:35.119000","2026-07-06T20:22:35.119000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
"2026-06-02","765.04","80805","","117.88","DIESEL (P)","(SEM PARAR), PERÍODO DE 01/06/2026 A 15/06/2026","","RBT2A64","LT","","SANTA MARIA DERIVADOS DE PETROLEO LTDA","COMBUSTÍVEIS","90591","6a4c0e8bb428e3d8f193ae71","2026-07-06T20:22:35.119000","2026-07-06T20:22:35.119000","service_ee02f896-97ac-4ee7-b74a-be74c961f91f","service+ee02f896-97ac-4ee7-b74a-be74c961f91f@no-reply.base44.com","false"
