"date","total_value","km","category_name","cost_type","observation","cost_group","vehicle_model","plate","classification","attachment_url","supplier","invoice_number","id","created_date","updated_date","created_by_id","created_by","is_sample"
"2026-06-03","40","319933","BI-CAÇAMBA","RODÍZIO","OC 59516","PNEUS","CARRETA LIBRELATO 2E BI","RCI5J45","PREVENTIVO","","ZILLI COMERCIO DE PNEUS LTDA","19670","6a44010ef0ec4c0c1ad88d1f","2026-06-30T17:46:54.624000","2026-06-30T17:46:54.624000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-19","1890","103591","CESTO AÉREO","MOTOR","OC 62037 COMPRA DE 2 CABOS DE COMANDO","PEÇAS","VW 9-170","RBX9D43","CORRETIVO","","BELCAR CAMINHÕES E MAQUINAS LTDA","1045800","6a43ffdfb8ed8d9fd915ebd4","2026-06-30T17:41:51.355000","2026-06-30T17:41:51.355000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-08","960","60012","CESTO AÉREO","SUSPENSÃO","OC 60938","SERVIÇOS","VW 9-170","RBX9D43","CORRETIVO","","LINCE DIESEL PEÇAS E SERVIÇOS LTDA","1617","6a43fe718e563266e28d1a3f","2026-06-30T17:35:45.285000","2026-06-30T17:35:45.285000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-08","788","80900","CESTO AÉREO","ELÉTRICO","SERVIÇO ELETRICO FEITO NO MOTOR DE PARTIDA - PREST. SOCORRO","SERVIÇOS","VW 9-170","RBT2A64","CORRETIVO","","JCM AUTO ELETRICA LTDA","574","6a43fde751fcd820847319ae","2026-06-30T17:33:27.983000","2026-06-30T17:33:27.983000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-03","384.35","4670","PRESIDÊNCIA","ÓLEOS E FILTROS","OC 59838
","PEÇAS","JEEP RENEGADE SPORT AT","RBO8B09","PREVENTIVO","","MADRI LUBRIFICANTES LTDA","16254","6a43fcc57083d24b4418b5f7","2026-06-30T17:28:37.902000","2026-06-30T17:28:37.902000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-17","460","170826","RANGER","FREIOS","OC 61581
SERV. DE FREIO REALIZADO NA RANGER","SERVIÇOS","RANGER XLS 2.2","RBL4H34","CORRETIVO","","REVISA CENTRO AUTOMOTIVOS LTDA","114","6a43fc0e93a65e5a7cc8df12","2026-06-30T17:25:34.115000","2026-06-30T17:25:34.115000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-17","76","170826","RANGER","FREIOS","FLUIDO DE FREIO
OC 61581
","PEÇAS","RANGER XLS 2.2","RBL4H34","CORRETIVO","","REVISA CENTRO AUTOMOTIVOS LTDA","2206","6a43fbc4febf1f6e014e5327","2026-06-30T17:24:20.140000","2026-06-30T17:24:20.140000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-13","160","288605","GOL","ELÉTRICO","OC 61611 TROCA DE BOBINA","SERVIÇOS","VW GOL BRANCO","RBK2G21","CORRETIVO","","REVISA CENTRO AUTOMOTIVOS LTDA","111","6a43fa2171117bc992955a63","2026-06-30T17:17:21.097000","2026-06-30T17:17:21.097000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-03","160","288605","GOL","ELÉTRICO","","PEÇAS","VW GOL BRANCO","RBK2G21","CORRETIVO","","CENTRO OESTE DISTRIBUIDORA DE PEÇAS AUTOMOTIVAS LTDA","1250835","6a43f9dbf98251f2efad1ab7","2026-06-30T17:16:11.547000","2026-06-30T17:16:11.547000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-10","55","401895","STRADAS","MOTOR","OC 60244
RESERVATORIO AGUA","PEÇAS","FIAT STRADA","ONP5G56","CORRETIVO","","CENTRO OESTE DISTRIBUIDORA DE PEÇAS AUTOMOTIVAS LTDA","1253575","6a43f6ff95abe3e4b93c86b3","2026-06-30T17:03:59.531000","2026-06-30T17:03:59.531000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-26","450","141093","CESTO AÉREO","VIDROS","OC 62743
COMPRA DE ESPELHO C/ BIFOCAL PARA CAMINHÃO","PEÇAS","VW 9-160","LUE3B05","CORRETIVO","https://base44.app/api/apps/6a0720445c9dd6ed8a2275ec/files/mp/public/6a0720445c9dd6ed8a2275ec/592ad4c07_404712.pdf","BIRIBA ACESSORIOS PEÇAS E IMPORTAÇÃO LTDA","404712","6a43d22907afb7f85839ce30","2026-06-30T14:26:49.665000","2026-06-30T14:26:49.665000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-19","889","114989","CESTO AÉREO","HIDRÁULICO","ORDEM DE COMPRA 62048
","SERVIÇOS","VW 9-160","LTY4G44","CORRETIVO","","BASCULAR PEÇAS ACES HIDR BASCULANTES LTDA","392","6a43d0dcdf401d58ca20d951","2026-06-30T14:21:16.391000","2026-06-30T14:21:16.391000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-18","300","114971","CESTO AÉREO","ELÉTRICO","ORDEM DE COMPRA 62072 SERVIÇO ELETRICO REALIZADO NO CAMINHÃO","SERVIÇOS","VW 9-160","LTY4G44","CORRETIVO","","DANIEL SANTIAGO DE SOUSA","6","6a43d0a65deb0ee6ab110f3e","2026-06-30T14:20:22.674000","2026-06-30T14:20:22.674000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-05","175","113500","CESTO AÉREO","FREIOS","OC 59697
COMPRA FEITO C/ URGENCIA PARA VIAGEM 
ESPECIFICAÇÃO DA PEÇA:
INT FREIO VW CONSTELATION 4 SAIDAS
3RHO400 INT FREIO VW CONSTELATION 4
SAIDAS","PEÇAS","VW 9-160","LTY4G44","CORRETIVO","","CENTRO OESTE DISTRIBUIDORA DE PEÇAS AUTOMOTIVAS LTDA","84279","6a43d05c2f3795f6dc3b70c1","2026-06-30T14:19:08.978000","2026-06-30T14:19:08.978000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-11","2985.49","109853","CESTO AÉREO","FREIOS","OC 61182
NF 1451
","PEÇAS","VW 9-170","LTT7F84","CORRETIVO","https://base44.app/api/apps/6a0720445c9dd6ed8a2275ec/files/mp/public/6a0720445c9dd6ed8a2275ec/1b6aa2d5e_NF1451.pdf","LINCE DIESEL PEÇAS E SERVIÇOS LTDA","1451","6a43cf8a139c28faa4d89657","2026-06-30T14:15:38.011000","2026-06-30T14:15:38.011000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-11","420","109853","CESTO AÉREO","SUSPENSÃO","OC 61116","SERVIÇOS","VW 9-170","LTT7F84","CORRETIVO","","LINCE DIESEL PEÇAS E SERVIÇOS LTDA","1635","6a43cdacf54b35fcd849b057","2026-06-30T14:07:40.505000","2026-06-30T14:07:40.505000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-11","120","109853","CESTO AÉREO","FREIOS","OC 61116","SERVIÇOS","VW 9-170","LTT7F84","CORRETIVO","","LINCE DIESEL PEÇAS E SERVIÇOS LTDA","1635","6a43cd8ce2697d90bd30d838","2026-06-30T14:07:08.036000","2026-06-30T14:07:08.036000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-11","250","109853","CESTO AÉREO","MOTOR","OC 61116","SERVIÇOS","VW 9-170","LTT7F84","CORRETIVO","","LINCE DIESEL PEÇAS E SERVIÇOS LTDA","1635","6a43cd48c4b498f1b4cf96d2","2026-06-30T14:06:00.166000","2026-06-30T14:06:00.166000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-11","150","109853","CESTO AÉREO","ALINH/BALANC","OC 61116","SERVIÇOS","VW 9-170","LTT7F84","PREVENTIVO","","LINCE DIESEL PEÇAS E SERVIÇOS LTDA","1635","6a43cc3739c151f881360307","2026-06-30T14:01:27.803000","2026-06-30T14:01:27.803000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-30","250","114754","CESTO AÉREO","MOTOR","OC 61014","SERVIÇOS","VW 9-170","LTT7F84","CORRETIVO","","ADRIANO DO NASCIMENTO ","94","6a43c5c6a2d8d20517fb2262","2026-06-30T13:33:58.879000","2026-06-30T13:33:58.879000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-17","450","114754","CESTO AÉREO","GUINCHO","OC 61014","SERVIÇOS","VW 9-170","LTT7F84","CORRETIVO","","ADRIANO DO NASCIMENTO","94","6a43c54b130329e7b0fff2be","2026-06-30T13:31:55.324000","2026-06-30T13:31:55.324000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-12","450","114754","CESTO AÉREO","GUINCHO","OC 61003","SERVIÇOS","VW 9-170","LTT7F84","CORRETIVO","","ADRIANO DO NASCIMENTO ","95","6a43c50bde4a914d974e128a","2026-06-30T13:30:51.306000","2026-06-30T13:30:51.306000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-12","380","114754","CESTO AÉREO","HIDRÁULICO","OC 61003 SERVIÇO MANGOTE HIDRAULICO COM REFORÇO","SERVIÇOS","VW 9-170","LTT7F84","CORRETIVO","","ADRIANO DO NASCIMENTO","95","6a43c4d4b16400b2d356d99f","2026-06-30T13:29:56.449000","2026-06-30T13:29:56.449000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-10","1017","109853","CESTO AÉREO","ÓLEOS E FILTROS","OC 61022","PEÇAS","VW 9-170","LTT7F84","PREVENTIVO","","MADRI LUBRIFICANTES LTDA","16323","6a43c390c976241a6510dd5c","2026-06-30T13:24:32.080000","2026-06-30T13:24:32.080000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-06","1500","30439","CESTO AÉREO","COMPRA DE PNEUS","OC 59852 COMPRA DE 02 PNEUS (225/75R16)","PNEUS","VW 9-160","JAC4I67","CORRETIVO","https://base44.app/api/apps/6a0720445c9dd6ed8a2275ec/files/mp/public/6a0720445c9dd6ed8a2275ec/a1243bcca_NF517.pdf","PNEUS EXPRESS COMERCIO DE PNEUS LTDA","517","6a43c0fa16ae8e986d1a6417","2026-06-30T13:13:30.019000","2026-06-30T13:22:03.879000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-08","1482","30479","CESTO AÉREO","HIDRÁULICO","OC 59825","SERVIÇOS","VW 9-160","JAC4I67","CORRETIVO","","JA EQUIPAMENTOS INDUSTRIAIS LTDA","54","6a43c0c348a010c1675d3ea6","2026-06-30T13:12:35.357000","2026-06-30T13:12:35.357000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-17","957","30439","CESTO AÉREO","ÓLEOS E FILTROS","OC 61548","PEÇAS","VW 9-160","JAC4I67","PREVENTIVO","","RORIZ AUTO PEÇAS LTDA","48811","6a43c0618d0cfd273ff87b1f","2026-06-30T13:10:57.023000","2026-06-30T13:14:48.074000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-17","1138","60012","CESTO AÉREO","ÓLEOS E FILTROS","OC 61566","PEÇAS","VW 9-170","FON1F81","PREVENTIVO","","RORIZ AUTO PEÇAS LTDA","48802","6a43bf66183da63925cf1926","2026-06-30T13:06:46.781000","2026-06-30T13:06:46.781000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-15","300","57287","CESTO AÉREO","SUSPENSÃO","OC 60112
MÃO DE OBRA REF. AO SUBSTITUIÇÃO DE COXIM DIANTEIRO","SERVIÇOS","VW 9-170","FIL2E25","CORRETIVO","","LINCE DIESEL PEÇAS E SERVIÇOS LTDA","1586","6a43bf0306858aa1fe290668","2026-06-30T13:05:07.147000","2026-06-30T13:05:07.147000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-09","700","58997","CESTO AÉREO","HIDRÁULICO","OC 60128","SERVIÇOS","VW 9-170","FIL2E25","CORRETIVO","","HIDRAULICA SERRA DOURADA LTDA ME ","274","6a43be6fb9a641b90a06135a","2026-06-30T13:02:39.376000","2026-06-30T13:02:39.376000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-05","340","56246","CESTO AÉREO","ALINH/BALANC","OC 60125","SERVIÇOS","VW 9-170","FIL2E25","PREVENTIVO","","PADDOCK TRUCK SERVIÇOS LTDA","990","6a43bd1a33abee7e8e54c56f","2026-06-30T12:56:58.217000","2026-06-30T12:56:58.217000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-01","560","57287","CESTO AÉREO","VULCANIZAÇÃO","OC 62793
","PNEUS","VW 9-170","FIL2E25","PREVENTIVO","","PNEUS BRASIL COMÉRCIO LTDA","6082","6a43bcaf5639b885942acb60","2026-06-30T12:55:11.046000","2026-06-30T12:55:11.046000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-17","889","60696","CESTO AÉREO","HIDRÁULICO","OC 61207","SERVIÇOS","VW 9-170","ERG1E95","CORRETIVO","","BASCULAR PEÇAS ACES HIDR BASCULANTES LTDA","379","6a43b9de9ab9666240777b77","2026-06-30T12:43:10.935000","2026-06-30T12:43:10.935000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-15","400","60883","CESTO AÉREO","HIDRÁULICO","OC 60990
SERVIÇO DE SOCORRO + SERVIÇO DE MANUTENÇÃO LIMPEZA EM MANGUEIRA","SERVIÇOS","VW 9-170","ERG1E95","CORRETIVO","","ADRIANO DO NASCIMENTO ","96","6a43b97a04d5923eaaf45de8","2026-06-30T12:41:30.814000","2026-06-30T14:21:48.001000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-17","1194","69374","CESTO AÉREO","ÓLEOS E FILTROS","OC 61557","PEÇAS","VW 9-170","ERG1E95","PREVENTIVO","","RORIZ AUTO PEÇAS LTDA","48800","6a43b93fb6471458527535bd","2026-06-30T12:40:31.653000","2026-06-30T12:40:31.653000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-15","450","60883","CESTO AÉREO","GUINCHO","ORDEM DE COMPRA 60990
SERVIÇO DE SOCORRO + LIMPEZA NA MANGUEIRA EM VILA VELHA","SERVIÇOS","VW 9-170","ERG1E95","CORRETIVO","","ADRIANO DO NASCIMENTO ","96","6a43b8bb968d84232ac80d6e","2026-06-30T12:38:19.248000","2026-06-30T12:38:19.248000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-05-08","190.23","","OUTROS","MANUTENÇÃO","SERRALHERIA","PEÇAS","EMPILHADEIRA","0000001","CORRETIVO","","TECBIG","4462","6a3149c5dfd0ada1293d4e72","2026-06-16T13:04:05.750000","2026-06-16T13:04:05.750000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-05-14","515","","TRUCK","ACESSÓRIOS","retrovisor - junior enviou placa por whatsapp","PEÇAS","M.BENZ ATEGO 2429CE CAÇAMBA","SCA8F89","CORRETIVO","","SOLIDA DISTRIBUIDORA DE EQUIPAMENTOS E ACESSORIOS PARA CAMINHOES LTDA","66644","6a31478f5c84f8e68e000f7f","2026-06-16T12:54:39.377000","2026-06-16T12:54:39.377000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-05-14","515","","TRUCK","ACESSÓRIOS","RETROVISOR
junior enviou as placas por whtasaap ","PEÇAS","M.BENZ ATEGO 2429CE CARROCERIA ALUMINIO","SCP8F89","CORRETIVO","","SOLIDA DISTRIBUIDORA DE EQUIPAMENTOS E ACESSORIOS PARA CAMINHOES LTDA","66644","6a31475f2b65ee0c1ae19d97","2026-06-16T12:53:51.964000","2026-06-16T12:53:51.964000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-05-29","228","51123","TRUCK","VULCANIZAÇÃO","OC 58808","PNEUS","M.BENZ ATEGO 2429CE CARROCERIA ALUMINIO","SCP8F89","PREVENTIVO","","EXPRESS REFORMA E COMERCIO DE PNEUS LTDA","45362","6a3146f218d62e1797f16bda","2026-06-16T12:52:02.766000","2026-06-16T12:52:02.766000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-05-07","1361","57275","CESTO AÉREO","ÓLEOS E FILTROS","OC 56550","PEÇAS","VW 9-170","FIL2E25","PREVENTIVO","https://base44.app/api/apps/6a0720445c9dd6ed8a2275ec/files/mp/public/6a0720445c9dd6ed8a2275ec/5d2a237be_NFCOMPRADEFILTROSEOLEOS.pdf","MADRI LUBRIFICANTES LTDA","15959","6a31469797cba609845d2f5a","2026-06-16T12:50:31.441000","2026-06-16T12:50:31.441000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-05-13","538.98","59220","SAVEIROS","ÓLEOS E FILTROS","","PEÇAS","VW SAVEIRO CS RB MF","TGE8F88","PREVENTIVO","","BELCAR VEICULOS LTDA","182900","6a313d70054e5164a6785d6e","2026-06-16T12:11:28.706000","2026-06-16T12:11:28.706000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-05-13","595.94","59220","SAVEIROS","MOTOR","CORREIAS","PEÇAS","VW SAVEIRO CS RB MF","TGE8F88","CORRETIVO","","BELCAR VEICULOS LTDA","182900","6a313d03d449d2f345904e78","2026-06-16T12:09:39.211000","2026-06-16T12:09:39.211000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-05-13","546","59220","SAVEIROS","ÓLEOS E FILTROS","TROCA DE OLEO E REVISÃO","PEÇAS","VW SAVEIRO CS RB MF","TGE8F88","PREVENTIVO","","BELCAR VEICULOS LTDA","14575","6a313ca93d51f5bb7cbaa0b6","2026-06-16T12:08:09.245000","2026-06-16T12:08:09.245000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-05-14","528.21","49309","SAVEIROS","ÓLEOS E FILTROS","","PEÇAS","VW SAVEIRO CS RB MF","TGB8F88","PREVENTIVO","","BELCAR VEICULOS LTDA","183444","6a313c4079dc670254622d0e","2026-06-16T12:06:24.956000","2026-06-16T12:06:24.956000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-05-14","279.45","49313","SAVEIROS","ÓLEOS E FILTROS","REVISÃO DA GARANTIA - TROCA DE OLEO E FILTROS","PEÇAS","VW SAVEIRO CS RB MF","TGB8F88","PREVENTIVO","","BELCAR VEICULOS LTDA","14647","6a313beca26eb521058f69b0","2026-06-16T12:05:00.895000","2026-06-16T12:05:00.895000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-05-25","8982","92061","BAÚ 3/4","COMPRA DE PNEUS","235/75R17
6 UNIDADES","PNEUS","M.BENZ ACCELO 1017 CE","SDN8F89","CORRETIVO","","PNEULANDIA COMERCIAL LTDA","197756","6a31395e97f1e0661a624579","2026-06-16T11:54:06.852000","2026-06-16T11:54:06.852000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-06-25","220","92085","BAÚ 3/4","ALINH/BALANC","","SERVIÇOS","M.BENZ ACCELO 1017 CE","SDN8F89","PREVENTIVO","","PNEULANDIA REFORMADORA DE PNEUMATICOS LTDA","2210","6a3138fea653569622b9195c","2026-06-16T11:52:30.849000","2026-06-16T11:52:30.849000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-05-15","200","1078468","BAÚ 3/4","ACESSÓRIOS","ILUMINAÇÃO (FAROL) - LENTE FAROL MERCEDES REEMBOLSO","PEÇAS","M.BENZ ACCELO 1017 CE","SDK8F89","CORRETIVO","","BUIU FAROIS LTDA","2","6a313594219e5a91240c39f1","2026-06-16T11:37:56.322000","2026-06-16T11:37:56.322000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-05-06","198","113447","STRADAS","SUSPENSÃO","OC 56732 PEÇAS: JUNTA TAMPA DA VALVULA E BUCHAS FEIXO DE MOLA TRASEIRO","PEÇAS","FIAT STRADA ENDURANCE CS 1.4","SCS9D64","CORRETIVO","","REVISA CENTRO AUTOMOTIVOS LTDA","2178","6a3134d13c939a98621f37a7","2026-06-16T11:34:41.552000","2026-06-16T11:34:41.552000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-05-06","1880","113447","STRADAS","REVISÃO","REVISÃO","SERVIÇOS","FIAT STRADA ENDURANCE CS 1.4","SCS9D64","PREVENTIVO","","REVISA CENTRO AUTOMOTIVOS LTDA","95","6a3133b8fffe67a9b93e255e","2026-06-16T11:30:00.859000","2026-06-16T11:30:00.859000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-05-12","225","122865","CARRETAS LS","CONSERTO","","PNEUS","CARRETA LIBRELATO CRBAENI2","SCR8F89","PREVENTIVO","","PADDOCK PNEUS TRUCK LTDA","13954","6a313336553168de92c1eb02","2026-06-16T11:27:50.494000","2026-06-16T11:27:50.494000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-05-07","133.67","49284","TRUCK","ALINH/BALANC","OC 56109
CALÇO MOLEJO FEIXE DE MOLA DIANT. LADO ESQUERDO","SERVIÇOS","M.BENZ ATEGO 2429CE CARROCERIA ALUMINIO","SCP8F89","PREVENTIVO","","BDF DISTRIBUIDORA LTDA","31002","6a3132c94a5125147b15fb6c","2026-06-16T11:26:01.164000","2026-06-16T11:26:01.164000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-05-20","25","","TRUCK","LÂMPADAS","OC 57125","PEÇAS","M.BENZ ATEGO 2429CE BAU 10MTS","SCN8F89","CORRETIVO","","COMERCIAL CRM DE COMBUSTIVEIS LTDA","96667","6a31319fb551ac8e733e5787","2026-06-16T11:21:03.345000","2026-06-16T11:21:03.345000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-05-19","120","83058","TRUCK","CONSERTO","REFRENTE A SERVIÇOS DE PNEUS","PNEUS","M.BENZ ATEGO 2429CE BAU 10MTS","SCN8F89","PREVENTIVO","","THIAGO DIVINO FERREIRA DE SA MENDES ","6789","6a312f74f3f8f19aee53876d","2026-06-16T11:11:48.370000","2026-06-16T11:11:48.370000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-05-26","25","83058","TRUCK","ELÉTRICO","REEMBOLSO PARA THIAGO REF A TROCA DE LAMPADA PARA FAROL DE CAMINHÃO","SERVIÇOS","M.BENZ ATEGO 2429CE BAU 10MTS","SCN8F89","CORRETIVO","","THIAGO DIVINO FERREIRA DE SA MENDES","44","6a312f0220403fba9d2f1c10","2026-06-16T11:09:54.207000","2026-06-16T11:09:54.207000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-05-07","120","159374","GOL","REVISÃO","MAO DE OBRA REVISÃO - OC 57665","SERVIÇOS","VW GOL CINZA","SCD6D92","PREVENTIVO","","REVISA CENTRO AUTOMOTIVOS LTDA","96","6a312b045f743b1aafd46691","2026-06-16T10:52:52.729000","2026-06-16T10:54:08.779000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-05-22","1200","","TRUCK","ACESSÓRIOS","COMPRA DO CANTO FRONTAL DIREITO DO M. BENZ","PEÇAS","M.BENZ ATEGO 2429CE BAU 9,5MTS","SCB8F89","CORRETIVO","","JM SERVIÇOS E COMÉRCIO LTDA","614","6a31286e70e265e73f4e4efb","2026-06-16T10:41:50.596000","2026-06-16T10:41:50.596000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-05-05","2395.31","197398","TRUCK","ÓLEOS E FILTROS","OC 57673 REVISÃO PERIODICA + COMPRA DE FILTROS","PEÇAS","M.BENZ ATEGO 2429CE BAU 9,5MTS","SCB8F89","PREVENTIVO","","MADRI LUBRIFICANTES  LTDA","16114","6a31281176b20b1e390f4ed8","2026-06-16T10:40:17.759000","2026-06-16T10:40:17.759000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-05-04","430.6","97135","TRUCK","FUNILARIA E PINTURA","PARALAMA CARRETA RANDON + LANTERNA ESTRIBO MB ATEGO LADO DIREITO CRISTAL","PEÇAS","M.BENZ ATEGO 2429CE CAÇAMBA","SCA8F89","CORRETIVO","","SOLIDA DISTRIBUIDORA DE EQUIP E ACESSORIOS PARA CMAINHOES LTDA","65941","6a3126a9c5f457649e92b241","2026-06-16T10:34:17.533000","2026-06-16T10:34:17.533000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-05-20","60","","TRUCK","CONSERTO","REEMBOLSO PARA MARCOS DE SERVIÇO NO M. BENZ (PNEU)","PNEUS","M.BENZ ATEGO 2429CE CAÇAMBA","SCA8F89","PREVENTIVO","","MARCOS BERNARDINO PEREIRA DE SOUZA","41","6a3125e38d4655c4d38ff9f8","2026-06-16T10:30:59.024000","2026-06-16T10:30:59.024000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-05-04","74","42717","CESTO AÉREO","LÂMPADAS","COMPRA DE LAMPADAS","PEÇAS","VW 11-180","RET5E47","CORRETIVO","","RORIZ AUTO PEÇAS LTDA","47823","6a3124f395bf8c89d37bca24","2026-06-16T10:26:59.930000","2026-06-16T10:26:59.930000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-05-18","472.77","106062","AMAROK","FREIOS","PASTILHA DE FREIO","PEÇAS","AMAROK V6","RCN9D48","CORRETIVO","","CENTRO OESTE DISTRIBUIDORA DE PEÇAS AUTOMOTIVAS EIRELLI","1243493","6a31244e14204f8bf317b5a2","2026-06-16T10:24:14.936000","2026-06-16T10:24:14.936000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-05-20","300","106064","AMAROK","FREIOS","OC 57217","PEÇAS","AMAROK V6","RCN9D48","CORRETIVO","","BRAGA AUTO CENTER LTDA","272","6a3123d4bfe056263bb843f3","2026-06-16T10:22:12.305000","2026-06-16T10:22:12.305000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-05-29","120","318929","CAVALO","FREIOS","SOCORRO REALIZADO NO PÁTIO DA PREFEITURA EM QUIRINOPOLIS, CAMINHÃO FICOU TRAVADO, DAF 530PLACA RCN-5F85 KM 318929, FOI FEITO ISOLAMENTO DE CUICA DE FREIO","SERVIÇOS","DAF XF FTT 530","RCN5F85","CORRETIVO","","OSANAM LUIZ ALMEIDA MACHADO LTDA","4835","6a31226dc7b4f165eba07290","2026-06-16T10:16:13.881000","2026-06-16T10:16:13.881000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
"2026-05-14","2304","317277","CAVALO","MOTOR","REVISÃO + TROCA DE OLEO + TROCA DE TUBO DE VEDAÇÃO E COLETOR ESCAPE","PEÇAS","DAF XF FTT 530","RCN5F85","CORRETIVO","","SOMAFERTIL CAMINHÕES LTDA","37273","6a31216a388e9dd8440c6e62","2026-06-16T10:11:54.354000","2026-06-16T17:47:23.701000","6a0720445c9dd6ed8a2275ed","grupof8.ely2026@gmail.com","false"
